text	label	label_text
why cell will get the hard sell the world is casting its gaze on the cell processor for the first time  but what is so important about it  and why is it so different   the backers of the processor are big names in the computer industry. ibm is one of the largest and most respected chip-makers in the world  providing cutting edge technology to large businesses. sony will be using the chip inside its playstation 3 console  and its dominance of the games market means that it now has a lot of power to dictate the future of computer and gaming platforms. the technology inside the cell is being heralded as revolutionary  from a technical standpoint. traditional computers - whether they are household pcs or playstation 2s - use a single processor to carry out the calculations that run the computer. the cell technology  on the other hand  uses multiple cell processors linked together to run lots of calculations simultaneously.  this gives it processing power an order of magnitude above its competitors. whilst its rivals are working on similar technology  it is sony s which is the most advanced. the speed of computer memory has been slowly increasing over the last few years  but the memory technology that accompanies the cell is a huge leap in performance.  using a technology called xdr  created by american firm rambus  memory can run up to eight times faster than the current standard being promoted by intel. perhaps more important than any of the technology is the cell s role in the imminent  war on living rooms . the big trend predicted for this year is the convergence of computers with home entertainment devices such as dvd players and hi-fis. companies like microsoft and sony believe that there is a lot of money to be made by putting a computer underneath the tv of every household and then offering services such as music and video downloads  as well as giving an individual access to all the media they already own in one place.  microsoft has already made its first tactical move into this area with its windows media center software  which has been adopted by many pc makers. sony had a stab at something similar with the psx - a variation on the playstation - last year in japan  although this attempt was generally seen as a failure. both companies believe that increasing the capabilities of games consoles  to make them as powerful as pcs  will make the technology accessible enough to persuade buyers to give them pride of place on the video rack.  sony and ibm want to make sure that the dominance of the pc market enjoyed by microsoft and intel is not allowed to extend to this market. by creating a radically new architecture  and using that architecture in a games console that is sure to be a huge seller  they hope that the cell processor can become the dominant technology in the living room  shutting out their rivals. once they have established themselves under the tv  there is no doubt that they hope to use this as a base camp to extend their might into our traditional pcs and instigate a regime change on the desktop. cell is  in fact  specifically designed to be deployed throughout the house. the links between the multiple processors can also be extended to reach cell processors in entirely different systems.  sony hopes to put cells in televisions  kitchen appliances and anywhere that could use any sort of computer chip. each cell will be linked to the others  creating a vast home network of computing power. resources of the cells across the house can be pooled to provide more power  and the links can also be used to enable devices to talk to each other  so that you can programme your microwave from your tv  for example. this digital home of the future depends on the widespread adoption of the cell processor and there are  as with all things  a number of reasons it could fail. because the processor is so different  it requires programmers to learn a different way of writing software  and it may be that the changeover is simply too difficult for them to master. you can also guarantee that microsoft and intel are not going to sit around and let cell take over home computing without a fight. microsoft is going to be pushing its xbox 2 as hard as possible to make sure that its technology  not sony s  will be under your tree next christmas. intel will be furiously working on new designs that address the problems of its current chips to create a rival technology to cell  so that it doesn t lose its desktop pc dominance. if cell succeeds in becoming the living room technology of choice  however  it could provide the jump-start to the fully digital home of the future. the revolution might not be televised  but it could well be played with a videogame controller.	0	tech
internet boom for gift shopping cyberspace is becoming a very popular destination for christmas shoppers.  forecasts predict that british people will spend £4bn buying gifts online during the festive season  an increase of 64% on 2003. surveys also show that the average amount that people are spending is rising  as is the range of goods that they are happy to buy online. savvy shoppers are also using the net to find the hot presents that are all but sold out in high street stores.  almost half of the uk population now shop online according to figures collected by the interactive media in retail group which represents web retailers. about 85% of this group  18m people  expect to do a lot of their christmas gift buying online this year  reports the industry group. on average each shopper will spend £220 and britons lead europe in their affection for online shopping.  almost a third of all the money spent online this christmas will come out of british wallets and purses compared to 29% from german shoppers and only 4% from italian gift buyers. james roper  director of the imrg  said shoppers were now much happier to buy so-called big ticket items such as lcd television sets and digital cameras. mr roper added that many retailers were working hard to reassure consumers that online shopping was safe and that goods ordered as presents would arrive in time for christmas. he advised consumers to give shops a little more time than usual to fulfil orders given that online buying is proving so popular. a survey by hostway suggests that many men prefer to shop online to avoid the embarrassment of buying some types of presents  such as lingerie  for wives and girlfriends. much of this online shopping is likely to be done during work time  according to research carried out by security firm saint bernard software. the research reveals that up to two working days will be lost by staff who do their shopping via their work computer. worst offenders will be those in the 18-35 age bracket  suggests the research  who will spend up to five hours per week in december browsing and buying at online shops.  iggy fanlo  chief revenue officer at shopping.com  said that the growing numbers of people using broadband was driving interest in online shopping.  when you consider narrowband and broadband the conversion to sale is two times higher   he said. higher speeds meant that everything happened much faster  he said  which let people spend time browsing and finding out about products before they buy.  the behaviour of online shoppers was also changing  he said.  the single biggest reason people went online before this year was price   he said.  the number one reason now is convenience.   very few consumers click on the lowest price   he said.  they are looking for good prices and merchant reliability.  consumer comments and reviews were also proving popular with shoppers keen to find out who had the most reliable customer service. data collected by ebay suggests that some smart shoppers are getting round the shortages of hot presents by buying them direct through the auction site. according to ebay uk there are now more than 150 robosapiens remote control robots for sale via the site. the robosapiens toy is almost impossible to find in online and offline stores. similarly many shoppers are turning to ebay to help them get hold of the hard-to-find slimline playstation 2  which many retailers are only selling as part of an expensive bundle. the high demand for the playstation 2 has meant that prices for it are being driven up. in shops the ps2 is supposed to sell for £104.99. in some ebay uk auctions the price has risen to more than double this figure. many people are also using ebay to get hold of gadgets not even released in this country. the portable version of the playstation has only just gone on sale in japan yet some enterprising ebay users are selling the device to uk gadget fans.	0	tech
child access law shake-up planned parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers.  curfews and community service orders were other options which could be used if court orders to allow parental access were defied  lord falconer said. the constitutional affairs secretary outlined some of the plans on tuesday. he denied fathers  activists had forced the changes  telling the bbc  there is a recognition that something is wrong . between 15 000 and 20 000 couples go to court to resolve access disputes each year  although in nine out of 10 separations there is no court intervention.  lord falconer told bbc radio 4 s today programme he hoped voluntary mediation could help solve disputes before they reached court. but he opposed compulsory mediation  saying that it would lead to many people taking part with the wrong attitude. other plans include:  - parenting plans to give advice on access arrangements  based on real-life examples that have worked in the past   - extending in-court conciliation - more informal hearings before contested court cases   - better access to legal  emotional and practical advice by telephone and internet   - legal aid changes to give incentives for early resolution of disputes.  judges can already jail parents who breach contact orders but that was a  nuclear option  which was rarely used as it was not seen as being in the child s interests  a spokesman said. the aim of the new legislation was to provide a  medium range  of penalties  such as fines  community service orders  compulsory anger management or parenting classes or curfews.  failure to comply with these measures could result in offenders being electronically tagged. on the possibility of tagging uncooperative parents  lord falconer said:  tagging may be going too far  but let s have a debate about that.  full details of the new powers will not be revealed until a bill is published  in the next two weeks   a spokesman said.  the government s proposals have met with disapproval from fathers  rights groups. john ison  from the controversial group fathers 4 justice  said:  it is very disappointing. what we have got is a cynical case of recycling existing legislation.  jim parton  from families need fathers  said the new proposals  lacked compulsion .   we would like to see couples develop a plan and then have it as a source of a court order - then you know where you stand  you know what the minimum access is.  otherwise  you see people make agreements which then fall apart.  mr parton said he had been told by children s minister margaret hodge there was not enough time to pass the bill through parliament before the general election  which is likely to take place in may.  the conservatives have called for an equal split between parents on access to be made law. theresa may  shadow secretary for the family  told bbc radio 4 s today programme that the government s plans were  inadequate  and were  papering over the cracks of the current system . she said a conservative government would bring a  radical reform  of the family courts  as well as enforcing a  legal presumption of co-parenting and compulsory mediation .  we want to make courts the last resort  rather than the first resort   she added. the government says children cannot simply be divided up  like property  when a marriage collapses. the liberal democrats have argued for flexibility in deciding access rules  rather than having  rigid targets .	4	politics
bt offers free net phone calls bt is offering customers free internet telephone calls if they sign up to broadband in december.  the christmas give-away entitles customers to free telephone calls anywhere in the uk via the internet. users will need to use bt s internet telephony software  known as bt communicator  and have a microphone and speakers or headset on their pc. bt has launched the promotion to show off the potential of a broadband connection to customers.  people wanting to take advantage of the offer will need to be a bt together fixed-line customer and will have to sign up to broadband online. the offer will be limited to the first 50 000 people who sign up and there are limitations - the free calls do not include calls to mobiles  non-geographical numbers such as 0870  premium numbers or international numbers. bt is keen to provide extra services to its broadband customers.  people already using bt communicator have found it by far the most convenient way of making a call if they are at their pc   said andrew burke  director of value-added services at bt retail. as more homes get high-speed access  providers are increasingly offering add-ons such as cheap net calls.  broadband and telephony are attractive to customers and bt wants to make sure it is in the first wave of services   said ian fogg  an analyst with jupiter research.  bt communicator had a quiet launch in the summer and now bt is waving the flag a bit more for it   he added.  bt has struggled to maintain its market share of broadband subscribers as more competitors enter the market. reports say that bt has lost around 10% of market share over the last year  down from half of broadband users to less than 40%. bt is hoping its latest offer can persuade more people to jump on the broadband bandwagon. it currently has 1.3 million broadband subscribers.	0	tech
musicians to tackle us red tape musicians  groups are to tackle us visa regulations which are blamed for hindering british acts  chances of succeeding across the atlantic.  a singer hoping to perform in the us can expect to pay $1 300 (£680) simply for obtaining a visa. groups including the musicians  union are calling for an end to the  raw deal  faced by british performers. us acts are not faced with comparable expense and bureaucracy when visiting the uk for promotional purposes.  nigel mccune from the musicians  union said british musicians are  disadvantaged  compared to their us counterparts. a sponsor has to make a petition on their behalf  which is a form amounting to nearly 30 pages  while musicians face tougher regulations than athletes and journalists.  if you make a mistake on your form  you risk a five-year ban and thus the ability to further your career   says mr mccune.   the us is the world s biggest music market  which means something has to be done about the creaky bureaucracy   says mr mccune.  the current situation is preventing british acts from maintaining momentum and developing in the us   he added.  the musicians  union stance is being endorsed by the music managers  forum (mmf)  who say british artists face  an uphill struggle  to succeed in the us  thanks to the tough visa requirements  which are also seen as impractical. the mmf s general secretary james seller said:  imagine if you were an orchestra from the orkneys  every member would have to travel to london to have their visas processed.    the us market is seen as the holy grail and one of the benchmarks of success  and we re still going to fight to get in there.  it s still very important  but there are other markets like europe  india and china   added mr seller. a department for media  culture and sport spokeswoman said:  we re aware that people are experiencing problems  and are working with the us embassy and record industry to see what we can do about it.  a us embassy spokesman said:  we are aware that entertainers require visas for time-specific visas and are doing everything we can to process those applications speedily.   we are aware of the importance of cultural exchange and we will do our best to facilitate that   he added.	3	entertainment
farrell saga to drag on - lindsay wigan chairman maurice lindsay says he does not expect a quick solution to the on-going saga of captain andy farrell s possible switch to rugby union.  leicester and saracens are leading the chase for the player  but lindsay told the bbc it was not yet a done deal.  as well as the rugby football union  the league  the individual club and the england coaching team have a say  so it s not a quick decision   he said.  he s given us 12 years service so if he wants to go  we d support him.  the prospect of farrell switching codes has been the main talking point of the super league season so far.  it came as a bolt out of the blue to us   admitted lindsay.  but he s a very loyal friend to the club  so there s no question that he s deserting us. he just fancies a challenge.   although the move would be a lucrative one for both farrell and wigan  lindsay said money was not a motivating factor for the club.  the money side of things hasn t been concluded  but it s not the point for wigan   he told radio five live.  a shortage of money has never been a problem for us.  even if we did have it  under the salary cap we can t spend a penny of it anyway - we d rather have the player.   lindsay also said he understood why rugby union was so interested in signing up farrell.  it d be a great loss for us but a great boost for them   said the warriors chief.  this guy is an absolute sporting icon. he s been at the top for so long and has demonstrated so many attributes that you need to make it in a tough contact sport.  athletes like him - ellery hanley and martin johnson - don t come along very often. you re very lucky to have them whilst you ve got them.	2	sport
crucial decision on super-casinos a decision on whether to allow westminster to legislate on super-casinos is set to be made by the scottish parliament.  the government has plans for up to eight las vegas style resorts in the uk  one of which is likely to be in glasgow. scottish ministers insist they will still have the final say on whether a super-casino will be built in scotland. but opposition parties say that will not happen in practice. the vote is due to be taken on wednesday and is expected to be close.  the scottish executive believes that the legislation should be handled by westminster. the new law will control internet gambling for the first time and is aimed at preventing children from becoming involved. a super-casino in glasgow could be located at ibrox or the scottish exhibition and conference centre. the new gambling bill going through westminster will allow casino complexes to open to the public  have live entertainment and large numbers of fruit machines with unlimited prizes. but the scottish national party and the tories say the issue of super-casinos should be decided in scotland and believe the executive is shirking its responsibility.	4	politics
ocean s twelve raids box office ocean s twelve  the crime caper sequel starring george clooney  brad pitt and julia roberts  has gone straight to number one in the us box office chart.  it took $40.8m (£21m) in weekend ticket sales  according to studio estimates. the sequel follows the master criminals as they try to pull off three major heists across europe. it knocked last week s number one  national treasure  into third place. wesley snipes  blade: trinity was in second  taking $16.1m (£8.4m). rounding out the top five was animated fable the polar express  starring tom hanks  and festive comedy christmas with the kranks.  ocean s twelve box office triumph marks the fourth-biggest opening for a december release in the us  after the three films in the lord of the rings trilogy. the sequel narrowly beat its 2001 predecessor  ocean s eleven which took $38.1m (£19.8m) on its opening weekend and $184m (£95.8m) in total. a remake of the 1960s film  starring frank sinatra and the rat pack  ocean s eleven was directed by oscar-winning director steven soderbergh. soderbergh returns to direct the hit sequel which reunites clooney  pitt and roberts with matt damon  andy garcia and elliott gould. catherine zeta-jones joins the all-star cast.  it s just a fun  good holiday movie   said dan fellman  president of distribution at warner bros. however  us critics were less complimentary about the $110m (£57.2m) project  with the los angeles times labelling it a  dispiriting vanity project . a milder review in the new york times dubbed the sequel  unabashedly trivial .	3	entertainment
asian quake hits european shares shares in europe s leading reinsurers and travel firms have fallen as the scale of the damage wrought by tsunamis across south asia has become apparent.  more than 23 000 people have been killed following a massive underwater earthquake and many of the worst hit areas are popular tourist destinations. reisurance firms such as swiss re and munich re lost value as investors worried about rebuilding costs. but the disaster has little impact on stock markets in the us and asia.  currencies including the thai baht and indonesian rupiah weakened as analysts warned that economic growth may slow.  it came at the worst possible time   said hans goetti  a singapore-based fund manager.  the impact on the tourist industry is pretty devastating  especially in thailand.  travel-related shares dropped in europe  with companies such as germany s tui and lufthansa and france s club mediterranne sliding. insurers and reinsurance firms were also under pressure in europe.  shares in munich re and swiss re - the world s two biggest reinsurers - both fell 1.7% as the market speculated about the cost of rebuilding in asia. zurich financial  allianz and axa also suffered a decline in value.  however  their losses were much smaller  reflecting the market s view that reinsurers were likely to pick up the bulk of the costs. worries about the size of insurance liabilities dragged european shares down  although the impact was exacerbated by light post-christmas trading. germany s benchmark dax index closed the day 16.29 points lower at 3.817.69 while france s cac index of leading shares fell 5.07 points to 3.817.69. investors pointed out  however  that declines probably would be industry specific  with the travel and insurance firms hit hardest.  it s still too early for concrete damage figures   swiss re s spokesman floiran woest told associated press.  that also has to do with the fact that the damage is very widely spread geographically.   the unfolding scale of the disaster in south asia had little immediate impact on us shares  however. the dow jones index had risen 20.54 points  or 0.2%  to 10 847.66 by late morning as analsyts were cheered by more encouraging reports from retailers about post-christmas sales. in asian markets  adjustments were made quickly to account for lower earnings and the cost of repairs. thai airways shed almost 4%. the country relies on tourism for about 6% of its total economy. singapore airlines dropped 2.6%. about 5% of singapore s annual gross domestic product (gdp) comes from tourism. malaysia s budget airline  airasia fell 2.9%. resort operator tanco holdings slumped 5%.  travel companies also took a hit  with japan s kinki nippon sliding 1.5% and his dropping 3.3%. however  the overall impact on asia s largest stock market  japan s nikkei  was slight. shares fell just 0.03%. concerns about the strength of economic growth going forward weighed on the currency markets. the indonesian rupiah lost as much as 0.6% against the us dollar  before bouncing back slightly to trade at 9 300. the thai baht lost 0.3% against the us currency  trading at 39.10. in india  where more than 2 000 people are thought to have died  the rupee shed 0.1% against the dollar analysts said that it was difficult to predict the total cost of the disaster and warned that share prices and currencies would come under increasing pressure as the bills mounted.	1	business
actor scott is new bond favourite bookmaker william hill has stopped taking bets on who will be the next james bond  following a succession of large wagers on actor dougray scott.  the firm closed the book on friday  saying  insider information  could have contributed to the number of bets.  in the past gambles like this have often been right   william hill spokesman rupert adams said. the closing list gave scott odds of 6-9  followed by oscar nominee clive owen at 5-2. scott first found fame in the tv series soldier soldier and has since then starred in such films as mission impossible ii and the wartime drama enigma.  mr adams said one punter had placed a bet of £870 on the 39-year-old actor at odds of 8-1.  she told us she had some inside information  perhaps she knew he had been to a casting  but she wouldn t say   he said. others thought to be in the running include star wars actor ewan mcgregor and australian star hugh jackman  both of whom have odds of 4-1. colin farrell  jude law and troy star eric bana have also been tipped for the role in the past.  a large number of bets on actor colin salmon to become the first black james bond were dismissed as a publicity stunt a month ago. the next bond film  originally due for release in 2005  has been delayed until 2006 due to sony s takeover of the mgm studio. the most recent  die another day  was released in late 2002 and saw pierce brosnan make his final appearance as the secret agent. the actor was originally due to make a fifth appearance as bond  but was released from his contract in 2004.	3	entertainment
hitachi unveils  fastest robot  japanese electronics firm hitachi has unveiled its first humanoid robot  called emiew  to challenge honda s asimo and sony s qrio robots.  hitachi said the 1.3m (4.2ft) emiew was the world s quickest-moving robot yet. two wheel-based emiews  pal and chum  introduced themselves to reporters at a press conference in japan. the robots will be guests at the world expo later this month. sony and honda have both built sophisticated robots to show off developments in electronics. explaining why hitachi s emiew used wheels instead of feet  toshihiko horiuchi  from hitachi s mechanical engineering research laboratory  said:  we aimed to create a robot that could live and co-exist with people.   we want to make the robots useful for people ... if the robots moved slower than people  users would be frustrated.  emiew - excellent mobility and interactive existence as workmate - can move at 3.7m/h. its  wheel feet  resemble the bottom half of a segway scooter. with sensors on the head  waist  and near the wheels  pal and chum demonstrated how they could react to commands.  i want to be able to walk about in places like shinjuku and shibuya [shopping districts] in the future without bumping into people and cars   pal told reporters. hitachi said pal and chum  which have a vocabulary of about 100 words  could be  trained  for practical office and factory use in as little as five to six years.  robotics researchers have long been challenged by developing robots that walk in the gait of a human. at the recent aaas (american association for the advancement of science) annual meeting in washington dc  researchers showed off bipedal designs. the three designs  each built by a different research group  use the same principle to achieve a human-like gait.  sony and honda have both used humanoid robots  which are not commercially available  as a way of showing off computing power and engineering expertise. honda s asimo was  born  five years ago. since then  honda and sony s qrio have tried to trump each other with what the robots can do at various technology events. asimo  has visited the uk  germany  the czech republic  france and ireland as part of a world tour. sony s qrio has been singing  jogging and dancing in formation around the world too and was  until last year  the fastest robot on two legs. but its record was beaten by asimo. it is capable of 3km/h  which its makers claim is almost four times as fast as qrio. last year  car maker toyota also stepped into the ring and unveiled its trumpet-playing humanoid robot. by 2007  it is predicted that there will be almost 2.5 million  entertainment and leisure  robots in homes  compared to about 137 000 currently  according to the united nations (un). by the end of that year  4.1 million robots will be doing jobs in homes  said the report by the un economic commission for europe and the international federation of robotics. hitachi is one of the companies with home cleaning robot machines on the market.	0	tech
ireland call up uncapped campbell ulster scrum-half kieran campbell is one of five uncapped players included in ireland s rbs six nations squad.  campbell is joined by ulster colleagues roger wilson and ronan mccormack along with connacht s bernard jackman and munster s shaun payne. gordon d arcy is back after injury while munster flanker alan quinlan also returns to international consideration.  the squad is selected purely on form. a lot of players put their hands up   coach eddie o sullivan told bbc sport.  kieran campbell was just one of those players. he has been playing very well in the heineken cup and deserves his call-up.  there is big competition in some departments and not so much in others. there were one or two players who were unfortunate just to miss out.  back-row forwards david wallace and victor costello are omitted  with o sullivan having quinlan  wilson  simon easterby  anthony foley  denis leamy and johnny o connor vying for the three positions.  with david humphreys  kevin maggs  simon best and tommy bowe again included  it is ulster s biggest representation in a training panel for quite some time. munster and leinster have 12 and 11 players in the squad respectively while jackman is the sole connacht representative. four british-based players are also included. ulster forward ronan mccormack said he was  totally shocked  to be included.  i m really looking forward to it   said mccormack.  i played with guys like brian o driscoll and denis hickie back in my school days in leinster so i do know a few of them although not that well.  it will be great to work with them.   s best (ulster)  s byrne (leinster)  r corrigan (leinster)  l cullen (leinster)  s easterby (llanelli)  a foley (munster)  j hayes (munster)  m horan (munster)  b jackman (connacht)  d leamy (munster)  e miller (leinster)  r mccormack (ulster)  d o callaghan (munster)  p o connell (munster)  j o connor (wasps)  m o kelly (leinster)  f sheahan (munster)  r wilson (ulster)  a quinlan (munster).  t bowe (ulster)  k campbell (ulster)  g d arcy (ulster)  g dempsey (leinster)  g duffy (harlequins)  g easterby (leinster)  d hickie (leinster)  a horgan (munster)  s horgan (leinster)  d humphreys (ulster)  k maggs (ulster)  g murphy (leicester)  b o driscoll  (leinster)  r o gara (munster)  s payne (munster)  p stringer (munster).  k gleeson (leinster)  t howe (ulster)  j kelly (munster)  n mcmillan (ulster).	2	sport
willis sues over movie  injury  actor bruce willis is suing revolution studios over an injury he said he suffered while making tears of the sun.  willis is seeking medical expenses after he said he was hit in the head by a firework during the filming of the 2002 movie  produced by the firm. the lawsuit said the star has endured mental and physical injuries as a result of the alleged incident.  we are not able to comment on pending litigation   revolution studios spokesman sean dudas said.  in tears of the sun willis plays a us military commander who disobeys orders to try and help save a doctor and patients trapped in the nigerian jungle. directed by antoine fuqua  the film was poorly received by critics and did not perform strongly at the box office. according to the lawsuit  the injury was suffered during the firing of explosions as part of a special effect. the explosions  known as squibs  were intended to  simulate the appearance of bullets striking the ground . the lawsuit said willis has endured  extreme mental  physical and emotional pain and suffering.  there were no specific details on the injuries. while willis does not seek specific monetary damages  the lawsuit noted that the star  was required to and did employ physicians and other medical personnel . it stated he will incur additional future medical expenses. the lawsuit said revolution studios and special effects foreman joe pancake  had a duty to willis to ensure that the squibs were inspected  set up  placed and detonated in a safe manner  and to employ technicians who were trained and competent in their use .	3	entertainment
industrial output falls in japan japanese industrial output fell in october while unemployment rose  casting further doubt on the strength of the country s economic recovery.  production dropped 1.6% in october  reflecting a decline in exports  while unemployment levels edged up 0.1% to 4.7%  slightly higher than forecast. the economy has grown for six quarters but growth slowed dramatically in the last quarter amid weaker global demand. japan s government remains optimistic due to strong domestic demand.  analysts had been forecasting a 0.1% rise in month on month industrial output.  according to figures from the ministry of economy  trade and industry (meti)  the decline was led by a fall in demand for electronic parts for mobile phones and digital televisions. although inventories fell 0.7% month on month  they were 36% higher than a year ago.  it s a sign that the economy s adjustment phase is stronger than expected   said takashi yamanaka  an economist with ufj bank. japan downgraded its overall economic assessment earlier this month for the first time in a year.  growth slowed to 0.3% in the quarter ending september 30  down from 6.3% in the first quarter of 2004. experts believe the economy -which stagnated for most of the 1990s -may be entering a softer patch on the back of rising oil prices and the falling dollar. japanese government officials played down the latest data  arguing that domestic consumer demand was still resilient.  the outlook for november is positive so i don t think one can say that conditions have worsened just because of the fall in october   said a meti official. despite the rise in unemployment  jobless figures are still some way below historical highs of recent years. the comparatively weak economic date preyed on shares with the nikkei down 1% in afternoon trade.	1	business
uk s  useless  quangos under fire the uk has 529 quangos financed with billions of pounds of taxpayers  cash - many of which are useless or duplicate each other s efforts  a report claims.  essential guide to british quangos 2005 author dan lewis said at least 111 of the appointed bodies had been set up since labour won power in 1997. he urged a limit on the number of quangos that could be set up by any individual government department. tories and lib dems welcomed the report and called for a  slimming down .  conservative deregulation spokesman john redwood said:  the research endorses our policy of destroying unwanted and unnecessary quangos  and slimming down the rest.   a conservative government will axe 162 quangos  as part of its drive for more efficient and more accountable government.  lib dem spokesman ed davey meanwhile said instead of the  bonfire of quangos  new labour had promised  there had been an  explosion  of them.  for over two decades  under both tory and labour governments  these unaccountable agencies have mushroomed.  liberal democrats would abolish many  merge others  and make any that remain properly accountable.  labour representatives were unavailable for comment. the quango guide follows last year s government-commissioned gershon report which recommended significant cuts in bureaucracy across the public sector.  mr lewis wants a public inquiry into regional development agencies which cost £1.8bn a year - cash he says which  appears to be almost entirely wasted . as well as a departmental limit on quangos he also wants a statutory five-year limit on any such body with executive powers. he also listed what he dubbed the nine  most useless quangos . they were the british potato council  the milk development council  the energy savings trust  agricultural wages committees  the wine standards board  the westminster foundation for democracy  the football licensing authority  investors in people uk and the economic and social research council. mr lewis branded the existence of the 60-employee potato council  set up in 1997 to research and promote overseas potato markets   surprising . he said the £80m spent annually on the energy savings trust  which promotes renewable energy  would be better spent on eight million boiler jackets for british homes.  and he argued it was  absurd  to charge farmers for agricultural wages committees  which set working and wage standards in the industry  when many were prepared to take advantage of immigrant labour prepared to work for £1 an hour.  if a football team can afford to pay £27m for wayne rooney  why should the taxpayer - not all of whom like football - be forced to fund the football licensing authority to the tune of over £1.1m a year   mr lewis asked. the report is published by the efficiency in government unit - a joint effort by right of centre think tanks the economic research council and the centre for policy studies. it says before a new public body is set up  an assessment should be made whether its proposed role is already carried out by an existing charity or other private organisation.	4	politics
wal-mart to pay $14m in gun suit the world s largest retailer  wal-mart  has agreed to pay a total of $14.5m (£7.74m) to settle a lawsuit over gun sales violations in california.  the lawsuit alleged wal-mart committed thousands of gun sales violations in california between 2000 and 2003. the total payment includes $5m in fines and more than $4m to fund state compliance checks with gun laws and prevent ammunition sales to minors. wal-mart agreed to suspend firearms sales in its california stores in 2003   the alleged violations included the sale of guns to 23 people who were not allowed to possess them  and delivering 36 guns to customers who acquired them for people not allowed to own firearms. although wal-mart has suspended firearms sales in the state  california attorney general bill lockyer said he wanted to be sure the giant supermarket chain would follow state rules in future.  wal-mart s failure to comply with gun safety laws put the lives of all californians at risk by placing guns in the hands of criminals and other prohibited persons   said mr lockyer.  although wal-mart has suspended gun sales in california  this settlement will ensure that it follows state law if it renews sales and will also provide valuable public education about the importance of gun safety.  the world s largest retailer has not yet decided whether to resume firearms sales in california  company spokesman gus whitcomb said.	1	business
jowell confirms casino climbdown tessa jowell has announced plans to limit the number of new casinos in the uk to 24  in a move branded a  humiliating retreat  by the tories.  it puts an end to plans for up to 40 super casinos  originally outlined in the government s gambling bill. instead there will be a cap of eight new casinos in each size category - small  medium and large. the culture secretary said the move showed she listened to critics who feared an explosion in gambling.  but conservative shadow culture secretary john whittingdale said the way the government had handled the bill was a  shambles .  this announcement is a further humiliating retreat by the government.  instead of the initial intention of the gambling bill  to liberalise the rules governing gambling  the bill now imposes a more restrictive regime than exists at present.  shares in british casino operators london clubs international  rank group and stanley leisure  who had been hoping the bill would pave the way for a big expansion in smaller casinos  fell by between 10 and 25% following the announcement. ms jowell s deputy  richard caborn  said the government had adopted a cautious approach to the issue  and responded to the concerns raised.  limiting the number of regional casinos to eight in the first phase is a cautious move that will allow us to test the impact of a new kind of casino on the levels of problem gambling   he said.  we also believe it s right to apply this same level of caution to small and large casinos.   he added that local authorities would still be able to stop new casinos coming to their areas. church groups welcomed the limit on the number of casinos. salvation army spokesman jonathan lomax said:  the proliferation of these casinos on high streets across the country was a real concern and the [three year] trial period  which we think should last at least five years  will enable research into the potentially severe social consequences of an increase in hard and addictive forms of gambling.  but british british casino association chairman penny cobham said her members were  outraged  by the decision  which followed a campaign in the daily mail newspaper.  there was never going to be a massive explosion of casinos. talk of a casino on every high street was just a scaring tactic.	4	politics
cyber criminals step up the pace so-called phishing attacks that try to trick people into handing over confidential details have boomed in 2004  say security experts.  the number of phishing e-mail messages stopped by security firm messagelabs has risen more than tenfold in less than 12 months. in 2004 it detected more than 18 million phishing e-mail messages. other statistics show that in 2004 73% of all e-mail was spam and one in 16 messages were infected with a virus.  in its end-of-year report  messagelabs said that phishing had become the top security threat and most popular form of attack among cyber criminals. in september 2003  messagelabs caught only 273 phishing e-mails that tried to make people visit fake versions of the websites run by real banks and financial organisations. but by september 2004 it was stopping more than two million phishing related e-mail messages per month. worryingly  said the firm  phishing gangs were using increasingly sophisticated techniques to harvest useful information such as login details or personal data.  older attacks relied on users not spotting the fact that the site they were visiting was fake  but more recent phishing e-mails simply try to steal details as soon as a message is opened. other phishing scams try to recruit innocent people into acting as middlemen for laundering money or goods bought with stolen credit cards.  e-mail security attacks remain unabated in their persistence and ferocity   said mark sunner  chief technology officer at messagelabs.  in just 12 months phishing has firmly established itself as a threat to any organisation or individual conducting business online   he said. mr sunner said messagelabs was starting to see some phishing attacks become very focused on one company or organisation.  already particular businesses are threatened and blackmailed  indicating a shift from the random  scattergun approach  to customised attacks designed to take advantage of the perceived weaknesses of some businesses   he said. although phishing attacks grew substantially throughout 2004  viruses and spam remain popular with cyber-criminals and vandals. one of the biggest outbreaks took place in january when the mydoom virus started circulating. to date the company has caught more than 60 million copies of the virus. also up this year was the amount of spam in circulation. in 2003 only 40% of messages were spam. but by the end of 2004  almost three-quarters of messages were junk.	0	tech
